Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Doxorubicin	N	Y	Y		Y	1974	Y	<a href="https://go.drugbank.com/drugs/DB00997">DB00997</a>	L01DB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL53463">CHEMBL53463</a>	Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi&#39;s Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom&#39;s Macroglobulinemia (WM); Wilms&#39; tumor; Advanced Thymoma; Advanced uterine sarcoma	ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A	2024-07-24	
Doxorubicin Liposome	Y	Y	N		N	1998	Y	<a href="https://go.drugbank.com/drugs/Not found in DrugBank">Not found in DrugBank</a>	L01DB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL53463">CHEMBL53463</a>	Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi&#39;s Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom&#39;s Macroglobulinemia (WM); Wilms&#39; tumor; Advanced Thymoma; Advanced uterine sarcoma	ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A	2024-07-24	
Durvalumab	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11714">DB11714</a>	L01FF03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301587">CHEMBL3301587</a>	Unresectable Stage III Non-small Cell Lung Cancer; Urothelial carcinoma ureter metastatic; Locally advanced Urothelial Carcinoma; Unresectable, locally advanced PD-L1 positive Lung Cancer Non-Small Cell Cancer (NSCLC)	MSH2; IDH1; CD274; PMS2; MLH1; ATM; PDCD1; PBRM1; ALK; MSH6; EGFR	2024-07-24	
Duvelisib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB11952">DB11952</a>	L01EM04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039502">CHEMBL3039502</a>	Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma	F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R	2024-07-24	
Edotreotide	Y	N	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB15494">DB15494</a>	V09IX09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL408350">CHEMBL408350</a>	Neuroendocrine Tumors	FASLG	2024-07-24	
Eflornithine	N	Y	N		Y	2023	N	<a href="https://go.drugbank.com/drugs/DB06243">DB06243</a>	L01XX79	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL830">CHEMBL830</a>	High Risk Neuroblastoma	XIAP; JUN; EHMT2; ODC1; NR5A1; TGM2; KCNA1; MYCN; PRL; ATF2; SMOX	2024-07-24	
Elacestrant	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB06374">DB06374</a>	L02BA04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297509">CHEMBL4297509</a>	Advanced Breast Cancer, Metastatic Breast Cancer	ESR1; ERBB2	2024-07-24	
Elotuzumab	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB06317">DB06317</a>	L01FX08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743010">CHEMBL1743010</a>	Refractory Multiple Myeloma	GPR27; SLAMF7	2024-07-24	
Elranatamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB15395">DB15395</a>	L01FX32	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297809">CHEMBL4297809</a>	Relapsed or Refractory Multiple Myeloma	TNFRSF17; CD3G; CD3D; CD3E	2024-07-24	
Emapalumab	N	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14724">DB14724</a>	L04AA39	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989977">CHEMBL3989977</a>		IFNG; PRF1; STXBP2; XIAP; SH2D1A; RAB27A; UNC13D; STX11	2024-07-24	
Enasidenib	N	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB13874">DB13874</a>	L01XX59	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989908">CHEMBL3989908</a>	Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)	IDH2; FLT3; GRB2; IDH1	2024-07-24	
Encorafenib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB11718">DB11718</a>	L01EC03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301612">CHEMBL3301612</a>	Metastatic Melanoma; Unresectable Melanoma	KRAS; ARAF; BRAF; RAF1; HRAS; NRAS; TP53; MAP2K1; PTEN	2024-07-24	
Enfortumab Vedotin	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB13007">DB13007</a>	L01FX13	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301589">CHEMBL3301589</a>	Locally Advanced Urothelial Cancer, Metastatic Urothelial Cancer	NECTIN4	2024-02-07	
Entrectinib	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB11986">DB11986</a>	L01EX14	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1983268">CHEMBL1983268</a>	Metastatic Solid Tumors; Non-Small Cell Lung Carcinoma (NSCLC); Tumors, Solid	NTRK2; FRK; SYK; NTRK3; FGFR1; BTK; ALK; RET; IGF1R; LYN; STK3; PRKCG; KIT; FLT4; TAOK1; MET; ABL1; AURKB; CAMK1D; NTRK1; SLK; PLK4; MST1R; FLT3; SRC; TNK2; JAK2; CDK7; LRRK2; PKN2; FLT1; ROS1; PRKCQ; AXL; MAP4K5; FGFR3; EML4; MAP4K2; TBK1; RPS6KA3; CLK4; PTK2; LCK; FER; JAK3; CSF1R; BLK; KDR; GRK5; MAP4K4; AURKA; HIPK2; DAPK3; LTK; CLK2; PRKAA1; FYN	2024-07-24	
Enzalutamide	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08899">DB08899</a>	L02BB04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1082407">CHEMBL1082407</a>	Metastatic Castration Resistant Prostate Cancer	BRAF; ATR; ATM; BEVI; CYP17A1; MLH1; PTEN; TP53; CDK12; PIK3CA; APC; BRCA2; AR	2024-07-24	
Epcoritamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16672">DB16672</a>	L01FX27	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4650393">CHEMBL4650393</a>	Refractory Diffuse Large B Cell Lymphoma (DLBCL), Relapsed Diffuse Large B-cell Lymphoma (DLBCL)	CD3D; CD3G; CD3E; MS4A1	2024-07-24	
Epirubicin	N	Y	Y		N	1999	Y	<a href="https://go.drugbank.com/drugs/DB00445">DB00445</a>	L01DB03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL417">CHEMBL417</a>	Breast Cancer; Breast Cancer Stage II; Breast Cancer Stage III; Colorectal Cancers; Hormone Refractory Prostate Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Papillary transitional cell carcinoma of bladder; Recurrent Superficial Bladder Cancer; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Stomach Tumor; Carcinoma in situ of urinary bladder	TUBB2A; HMMR; TYMSOS; FOXO1; PIK3R2; SERPINE1; ABCB1; GCKR; KCNQ1; TOP2A; GNL3; NOS1; SPIDR; TP53; PERP; ERBB2; ABCG2; ABCC2; EPHA6; MDM4; CBR3; INSR; IRS1; BCL2; SLCO1B1; CCNK; BIRC5; MISP; ABCC1; PPP2R5D; FOXP3; RBX1; CHD1; TP53AIP1; SLC28A3; IGF2BP2	2024-07-24	
Erdafitinib	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB12147">DB12147</a>	L01EN01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545376">CHEMBL3545376</a>	Locally Advanced, Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy urothelial carcinoma; Metastatic Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy Metastatic Urothelial Carcinoma	SLC26A3; CYP2C9; FGFR3; FGFR1; DPYSL2; DPYSL3; DRD2; FGFR2; PIK3CA; DR1; PTEN; FGFR4	2024-07-24	
Eribulin	Y	Y	N		N	2010	Y	<a href="https://go.drugbank.com/drugs/DB08871">DB08871</a>	L01XX41	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1683590">CHEMBL1683590</a>	Metastatic Liposarcoma; Refractory, metastatic Breast cancer; Unresectable Liposarcoma	TERT; TUBB2A; TUBA3E; TUBA1C; ERBB2; TUBB3; TUBB4A; TUBB1; TUBA3C; CYP3A4; ESR1; GCF1; TUBB4B; TUB; ESR2; TUBA1A; TUBB2B; TUBB; PGR; TUBB8; TUBA4A; TUBB6; CD274; TUBA1B; CDK2	2024-07-25	
Erlotinib	Y	Y	N		Y	2004	Y	<a href="https://go.drugbank.com/drugs/DB00530">DB00530</a>	L01EB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL553">CHEMBL553</a>	Locally Advanced Non-Small Cell Lung Cancer; Locally Advanced Pancreatic Cancer; Metastatic Non-Small Cell Lung Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Pancreatic Cancer Metastatic	DXO; NF1; EGFR; AURKB; FGFR3; BLK; CBL; LYN; APC; TP53; ALK; ROS1; FLT1; PIK3CA; MET; SYK; YES1; ERBB4; PTEN; BIRC5; PRKD2; CYP1A2; HIPK4; FRK; MINK1; FLT4; DDR2; MAPK1; KRAS; CLK4; ABCB1; CYP3A4; JAK2; ARF1; MKNK2; LTK; CYP3A5; AR; RET; DVL2; NRG1; ABCG2; ABL1; NF2; NUP62; KDR; ERBB3; CYP2D6; FGFR4; UHRF1; PKN2; BRAF; MAP3K1; UGT1A1; IGF1R; SLK; ERRFI1; ERBB2; SLCO2B1	2024-07-25	
Estramustine	N	Y	Y		N	1981	N	<a href="https://go.drugbank.com/drugs/DB01196">DB01196</a>	L01XX11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1575">CHEMBL1575</a>	Metastatic Hormone Refractory Prostate Cancer	TDP1; BCL2; BLM; AR; POLK; KAT2A; HEXB; VDR; KLK3; BAX; USP1	2024-07-24	
Etoposide	N	Y	Y		Y	1983	Y	<a href="https://go.drugbank.com/drugs/DB00773">DB00773</a>	L01CB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL44657">CHEMBL44657</a>	Acute Lymphoblastic Leukaemias (ALL); Acute Myeloid Leukemia (AML); Advanced Hodgkin&#39;s Lymphoma; Ewing&#39;s Sarcoma; Merkel cell cancer; Multiple Myeloma (MM); Neuroblastomas; Neuroendocrine Tumours; Non-Hodgkin&#39;s Lymphoma (NHL); Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Prostate Cancer; Retinoblastoma; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Wilms&#39; tumor; Locally advanced Thymoma; Metastatic Thymic Cancer; Refractory Sarcoma; Refractory Testicular cancer	GDF15; SLCO1B1; NCOA3; ITGAL; TOP2A; ALK; MAPK1; PLA2G6; MYCN; ABCC1; ABCC3; TP53; AFP; ATM; CHEK1; CYP2D6; FGFR1; SLC2A4; NTRK3; TNFSF13B; HSPB2; KLK3; TYMS; CYP3A4; GSTT1; TOP2B; TBP; GMNN; NR4A1; PGP; SF3B1; DDIT3; SLIT1; NQO1; BLMH; BCL2; IGF2; BAX; TGFB1; CYP2C19; XIAP; GBX2; PLA2G1B; PAPOLA; NCOA1; GSTM1; DYNC2H1; MUC16; BTF3P11; CYP2C9; UGT1A10; GLP1R; TYMSOS; ACTR2; MAPK3; EIF4E; YAP1; CYP1A2; E2F1	2024-07-24	
Everolimus	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB01590">DB01590</a>	L04AA18; L01EG02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1908360">CHEMBL1908360</a>	Subependymal giant cell astrocytoma, tuberous sclerosis complex; Advanced Carcinoid tumor; Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors; Locally advanced lung origin Progressive Neuroendocrine Tumors; Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors; Metastatic lung origin Progressive Neuroendocrine Tumors; Pancreatic origin Progressive Neuroendocrine Tumors; Refractory Advanced Renal Cell Carcinoma; Refractory Waldenstrom&#39;s Macroglobulinaemia; Refractory, advanced Breast cancer; Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors; Unresectable lung origin Progressive Neuroendocrine Tumors	PIK3CA; ESR1; CDKN2A; FKBP1A; HRAS; FGFR4; FLT3; VHL; TSC1; RPTOR; BRAF; AR; MTOR; PBRM1; TSC2; NRAS; STK11; AKT2; FLCN; ERBB2; AKT3; ARID1A; PTEN; KRAS; CTNNB1; NF2; KDM5C; ATM; BAP1; AKT1; ETFB; PIK3R1; ESR2; NF1; RET	2024-07-25	
Exemestane	N	Y	Y		N	1999	Y	<a href="https://go.drugbank.com/drugs/DB00990">DB00990</a>	L02BG06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1200374">CHEMBL1200374</a>	Early Breast Cancer; Refractory, advanced Breast cancer	CYP19A1; TCL1A; BGLAP; STK11; ESR1; ESR2; MAP4K4; CYP1B1; PGR; CPD; IGF1R; AKR1C3; NFE2L2; TUBB1; CCDC148; AR; ERBB2	2024-07-24	
Fedratinib	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB12500">DB12500</a>	L01EJ02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1287853">CHEMBL1287853</a>		JAK2; EPHB3; EPHB2; TYK2; EFNA4; FLT3; EPHB1	2024-07-24	
Fludarabine	N	Y	Y		Y	1991	Y	<a href="https://go.drugbank.com/drugs/DB01073">DB01073</a>	L01BB05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1568">CHEMBL1568</a>	B-cell chronic lymphocytic leukemia/prolymphocytic leukemia/small lymphocytic lymphoma refractory; Refractory Non-Hodgkin&#39;s lymphoma	MPO; NFE2L2; IKZF1; RRM1; POLA1; POLE3; PRIM2; BAX; POLD2; ADH1A; ATM; RRM2B; PIK3CG; POLA2; SLCO1B1; CYP2E1; POLD3; SLC29A1; SMAD3; POLD4; CXCL12; POLD1; POLE; SULT2B1; POLE2; DCK; SLC22A12; XIAP; RRM2; NIPSNAP2; PRIM1; GBA1LP; ADA; CD40	2024-07-24	
Fluorouracil	N	Y	Y		Y	1962	Y	<a href="https://go.drugbank.com/drugs/DB00544">DB00544</a>	L01BC02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL185">CHEMBL185</a>	Breast Cancer; Malignant Neoplasm of Colon; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Rectal Carcinoma; Superficial Basal Cell Carcinoma	OR10AE3P; PERP; BDNF; GCKR; MECP2; RGS5; GNL3; NOS1; TYMS; FPGS; MUC2; DPYD; FOXO1; FGFR4; ABCC4; REV3L; HSPA5; IL11; CYP19A1; KRAS; CSPG4; PIK3R2; CYP3A4; CD274; ERCC1; LGR5; DLG5; OSGEP; TOP2A; NRAS; FAS; TP53AIP1; IGFBP3; MEGF11; XRCC3; CYP3A; KLC1; WNT5B; ATRX; PPP2R5D; ALCAM; EGFR; BRAF; PTEN; KCNQ1; IL6R; TMEM167A; SLC19A1; EXO1; ATM; CYP2E1; PIK3CA; ABCC1; TSHB; HBB; ITGAL; AURKA; DTYMK; CBR1; MSH6; E2F1; PMS2; ABCC2; ABCB1; CHN2; BIRC5; NT5C1A; RALBP1; CYP4X1; TP53; KLC3; ENOSF1; SELE; SCN1A; SMAD4; TYMP; TYMSOS; IGF2BP2; UPB1; RBX1; TWIST1; ABCC5; FGFR2; PTPRC; TPT1; COLEC10; CBR3; CXCL8; CYP2C8; PARD3B; CDKN1A; CYP2C19; PSMB3P1; MSH2; SLC22A16; DKK1; MLH1; MYB; CYP1B1; PDGFRB; MUTYH; IL2RA; CCNK; INSR; ALDH3A1; IRS1; GALNT14; APEX1; BAX; MAP2K1; GNAS; KEAP1; CYP2A6; HMMR; CCND1; CDC25C; NLGN1; MTHFR; ABCG1	2024-07-25	
Fluoxymesterone	N	Y	N		N	1956	Y	<a href="https://go.drugbank.com/drugs/DB01185">DB01185</a>	G03BA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1445">CHEMBL1445</a>	Inoperable, metastatic Breast cancer	AR; NR3C1; BEVI; PRL	2024-07-24	
Flutamide	N	Y	Y		N	1989	Y	<a href="https://go.drugbank.com/drugs/DB00499">DB00499</a>	L02BB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL806">CHEMBL806</a>	C Prostatic Carcinoma; Stage B2 Prostatic Carcinoma; Stage D2 Prostatic carcinoma	CYP1A2; RORC; KLK3; AR; EHMT2; NFE2L2; CYP3A4; G6PD; TH; VIP; CYP2C19; CYP2C9; NR1I2; BIRC5; PEBP1; MPO; IL2RA; BEVI; AQP9; CDKN1A	2024-07-24	
Fotemustine	Y	N	N		N			<a href="https://go.drugbank.com/drugs/DB04106">DB04106</a>	L01AD05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL549386">CHEMBL549386</a>	Metastatic Melanoma	MGMT; TXNRD1	2024-02-07	
Fruquintinib	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB11679">DB11679</a>	L01EK04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303214">CHEMBL4303214</a>	Metastatic Colorectal Cancer	KDR; DRD1; FLT1; DRD2; FLT4; DRD3; KRAS	2024-07-24	
Fulvestrant	Y	Y	N		N	2002	Y	<a href="https://go.drugbank.com/drugs/DB00947">DB00947</a>	L02BA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1358">CHEMBL1358</a>	Advanced or Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer	TP53; PGR; ESR2; ESR1; EML4; NOS1; EPHX2; ESRRA; FGF2; ERBB2; PIK3CA; PIK3CG; TFPI; BCYRN1P2; PTEN; RB1; CYP1A2; FGFR2; CCNE1; CDK6; XIAP; ALK; ALDH3B1; BDNF	2024-07-25	
Futibatinib	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB15149">DB15149</a>	L01EN04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3701238">CHEMBL3701238</a>	Locally Advanced Intrahepatic Cholangiocarcinoma, Metastatic Intrahepatic Cholangiocarcinoma, Unresectable Intrahepatic Cholangiocarcinoma	NRAS; FGFR3; FGFR4; SLC26A3; DPYSL2; BRAF; DR1; PIK3CA; FGFR1; FGFR2; DPYSL3	2024-07-24	
Gefitinib	Y	Y	N		Y	2003	Y	<a href="https://go.drugbank.com/drugs/DB00317">DB00317</a>	L01EB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL939">CHEMBL939</a>	Metastatic Non-Small Cell Lung Cancer	PRKD3; EGFR; DXO; HIPK4; MAPK9; TNK2; PLAU; CYP2C9; CHEK2; PHKG2; MET; NUP62; BRAF; FGFR3; BLK; PBK; ERBB3; FRK; IGF1R; MINK1; MAP4K5; ROS1; ERBB4; MAP4K4; LYN; MAPK8; KEAP1; CYP2D6; MAPK14; CRKL; ABCB1; MAPK10; EMP1; SIK2; PRKD2; IRAK4; ALK; CAMK2G; YES1; UHRF1; MAPT; IGF2; PTEN; CAMK2D; SMO; PIM3; ARF1; MAP3K1; SIRT2; HCK; MKNK2; DVL2; LIMK1; PIK3CA; BRSK1; CYP3A5; FLT4; KRAS; ERBB2; LCK; GMNN; CSNK1D; RELA; PIM1; AXL; CEACAM5; SLK; IRAK1	2024-07-24	
Gemcitabine	N	Y	Y		Y	1996	Y	<a href="https://go.drugbank.com/drugs/DB00441">DB00441</a>	L01BC05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL888">CHEMBL888</a>	Advanced Ovarian Cancer; Bladder Transitional Cell Carcinoma Stage IV; Cervical Cancers; Cutaneous T-Cell Lymphoma (CTCL); Head and Neck Carcinoma; Hodgkins Disease (HD); Locally Advanced Pancreatic Adenocarcinoma; Mesothelioma; Metastatic Breast Cancer; Non-Small Cell Lung Cancer Stage IIIB; Non-small Cell Lung Cancer (NSCLC), Stage IV; Non-small Cell Lung Cancer Stage IIIA; Small Cell Lung Cancer (SCLC); Stage 4 Pancreatic adenocarcinoma	C6orf15; CYP2C8; NIPSNAP2; ATAT1; AR; WWOX; BRCA2; MDM2; GPX5; SLC29A1; RRM1; POLD1; RAF1; CIP2A; POLE3; TP53; POLD2; POLD4; FKBP5; CHEK1; FANCC; POLD3; CD274; FGFR3; XRCC1; PRIM2; NRAS; POLE2; SERPINC1; POLE; PSORS1C1; TNF; DDX53; NT5C; SERPINA5; RRM2B; BRCA1; PPP1R18; PRB2; CDA; DCP1B; CAMK4; UBASH3B; PRRC2A; MTHFD1; SH2D5; BRAF; PPP1R13L; TNC; OR4D6; DOCK8; PTEN; SLCO1B1; FHL2; IGF2; PPCDC; GBA1LP; ERCC1; RRM2; HCP5; MS4A2; HRAS; ESR2; PIK3CA; SMAD4; POLR1G; MTHFR; ETS2; CDKN2A; CDSN; NT5C1A; SLC29A2; BAZ2B; ACSS2; ALG10; NRG1; MUCL3; HLA-C; WEE1; CDC5L; BTRC; KLC3; XYLT2; MSH5; PRIM1; ALOX5AP; TGM2; CBL; KRAS; TENT4A; ERBB2; POLA2; POLA1	2024-07-24	
Gemtuzumab Ozogamicin	Y	Y	N		N	2000	N	<a href="https://go.drugbank.com/drugs/DB00056">DB00056</a>	L01FX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201506">CHEMBL1201506</a>	Acute Myeloid Leukemia (AML); Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)	CYP2E1; SULT2B1; CD33; CHEK1; SLC22A12; SLCO1B1; ADH1A; PML; GAPDHP60; ABCB1	2024-07-24	
Gilteritinib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12141">DB12141</a>	L01EX13	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301622">CHEMBL3301622</a>	Relapsed or Refractory Acute Myeloid Leukemia With FLT3 Activating Mutations	HBEGF; AXL; DRD5P1; EML4; KIT; JAK1; CBL; DTNB; DPYS; NRAS; FLT3; ALK; DTNA; DTX1; IDH2; BRAF; JAK3; JAK2; PTK2B	2024-07-24	
Glasdegib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB11978">DB11978</a>	L01XJ03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2043437">CHEMBL2043437</a>	Acute Myeloid Leukemia (AML)	SMO; ALOX12; MTOR; FLT3	2024-07-24	
